"Statistic Label","Quarter","Migration Flow","Age Group","Nationality","Migration Calculation Method","UNIT","VALUE"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","All nationalities","Base migration calculation method","Number","19650"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","18788"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2168"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2136"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1646"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1616"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","5398"
"Estimated migration flows","2023Q3","Inward migration - All","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","5331"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Ireland","Base migration calculation method","Number","2732"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Ireland","Base plus education migration calculation method","Number","2589"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","342"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","335"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Brazil","Base migration calculation method","Number","694"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Brazil","Base plus education migration calculation method","Number","689"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","India","Base migration calculation method","Number","1207"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","India","Base plus education migration calculation method","Number","1205"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Ukraine","Base migration calculation method","Number","1475"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","1474"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","All nationalities","Base migration calculation method","Number","11401"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","11221"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","948"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","947"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1309"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1293"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Other nationalities (3)","Base migration calculation method","Number","2694"
"Estimated migration flows","2023Q3","Inward migration - All","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","2689"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Ireland","Base migration calculation method","Number","8198"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Ireland","Base plus education migration calculation method","Number","8051"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","835"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","820"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Brazil","Base migration calculation method","Number","183"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Brazil","Base plus education migration calculation method","Number","183"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","India","Base migration calculation method","Number","192"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","India","Base plus education migration calculation method","Number","191"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Ukraine","Base migration calculation method","Number","2371"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Ukraine","Base plus education migration calculation method","Number","2370"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","All nationalities","Base migration calculation method","Number","15562"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","All nationalities","Base plus education migration calculation method","Number","15364"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","775"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","777"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1207"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1200"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Other nationalities (3)","Base migration calculation method","Number","1801"
"Estimated migration flows","2023Q3","Inward migration - All","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","1772"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Ireland","Base migration calculation method","Number","22468"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Ireland","Base plus education migration calculation method","Number","17256"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","2252"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","2179"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Brazil","Base migration calculation method","Number","3519"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Brazil","Base plus education migration calculation method","Number","3555"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","India","Base migration calculation method","Number","5785"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","India","Base plus education migration calculation method","Number","5866"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Ukraine","Base migration calculation method","Number","7729"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Ukraine","Base plus education migration calculation method","Number","7775"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","All nationalities","Base migration calculation method","Number","69252"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","All nationalities","Base plus education migration calculation method","Number","63709"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","6595"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","6695"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","6930"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","6744"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Other nationalities (3)","Base migration calculation method","Number","13974"
"Estimated migration flows","2023Q3","Inward migration - All","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","13639"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Ireland","Base migration calculation method","Number","5586"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Ireland","Base plus education migration calculation method","Number","3142"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","212"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","151"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Brazil","Base migration calculation method","Number","179"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Brazil","Base plus education migration calculation method","Number","176"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","India","Base migration calculation method","Number","56"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","India","Base plus education migration calculation method","Number","38"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Ukraine","Base migration calculation method","Number","276"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Ukraine","Base plus education migration calculation method","Number","267"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","All nationalities","Base migration calculation method","Number","9295"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","6215"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1036"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","958"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1042"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","899"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","908"
"Estimated migration flows","2023Q3","Outward migration","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","584"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Ireland","Base migration calculation method","Number","5995"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Ireland","Base plus education migration calculation method","Number","5606"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","346"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","339"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Brazil","Base migration calculation method","Number","666"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Brazil","Base plus education migration calculation method","Number","649"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","India","Base migration calculation method","Number","450"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","India","Base plus education migration calculation method","Number","423"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Ukraine","Base migration calculation method","Number","415"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","397"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","All nationalities","Base migration calculation method","Number","13302"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","12704"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1987"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","1945"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1824"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1794"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","1619"
"Estimated migration flows","2023Q3","Outward migration","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","1551"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Ireland","Base migration calculation method","Number","2261"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Ireland","Base plus education migration calculation method","Number","2156"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","231"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","229"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Brazil","Base migration calculation method","Number","319"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Brazil","Base plus education migration calculation method","Number","314"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","India","Base migration calculation method","Number","289"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","India","Base plus education migration calculation method","Number","277"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Ukraine","Base migration calculation method","Number","427"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","409"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","All nationalities","Base migration calculation method","Number","6960"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","6764"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","744"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","731"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1768"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1757"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Other nationalities (3)","Base migration calculation method","Number","921"
"Estimated migration flows","2023Q3","Outward migration","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","891"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Ireland","Base migration calculation method","Number","4879"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Ireland","Base plus education migration calculation method","Number","4784"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","649"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","640"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Brazil","Base migration calculation method","Number","102"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Brazil","Base plus education migration calculation method","Number","102"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","India","Base migration calculation method","Number","49"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","India","Base plus education migration calculation method","Number","46"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Ukraine","Base migration calculation method","Number","655"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Ukraine","Base plus education migration calculation method","Number","635"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","All nationalities","Base migration calculation method","Number","9312"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","All nationalities","Base plus education migration calculation method","Number","9149"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","515"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","508"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1506"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1494"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Other nationalities (3)","Base migration calculation method","Number","957"
"Estimated migration flows","2023Q3","Outward migration","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","940"
"Estimated migration flows","2023Q3","Outward migration","All ages","Ireland","Base migration calculation method","Number","18721"
"Estimated migration flows","2023Q3","Outward migration","All ages","Ireland","Base plus education migration calculation method","Number","15688"
"Estimated migration flows","2023Q3","Outward migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","1438"
"Estimated migration flows","2023Q3","Outward migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","1359"
"Estimated migration flows","2023Q3","Outward migration","All ages","Brazil","Base migration calculation method","Number","1266"
"Estimated migration flows","2023Q3","Outward migration","All ages","Brazil","Base plus education migration calculation method","Number","1241"
"Estimated migration flows","2023Q3","Outward migration","All ages","India","Base migration calculation method","Number","844"
"Estimated migration flows","2023Q3","Outward migration","All ages","India","Base plus education migration calculation method","Number","784"
"Estimated migration flows","2023Q3","Outward migration","All ages","Ukraine","Base migration calculation method","Number","1773"
"Estimated migration flows","2023Q3","Outward migration","All ages","Ukraine","Base plus education migration calculation method","Number","1708"
"Estimated migration flows","2023Q3","Outward migration","All ages","All nationalities","Base migration calculation method","Number","38869"
"Estimated migration flows","2023Q3","Outward migration","All ages","All nationalities","Base plus education migration calculation method","Number","34832"
"Estimated migration flows","2023Q3","Outward migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","4282"
"Estimated migration flows","2023Q3","Outward migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","4142"
"Estimated migration flows","2023Q3","Outward migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","6140"
"Estimated migration flows","2023Q3","Outward migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","5944"
"Estimated migration flows","2023Q3","Outward migration","All ages","Other nationalities (3)","Base migration calculation method","Number","4405"
"Estimated migration flows","2023Q3","Outward migration","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","3966"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Ireland","Base migration calculation method","Number","1286"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Ireland","Base plus education migration calculation method","Number","-488"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","398"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","430"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Brazil","Base migration calculation method","Number","694"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Brazil","Base plus education migration calculation method","Number","753"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","India","Base migration calculation method","Number","1974"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","India","Base plus education migration calculation method","Number","2064"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Ukraine","Base migration calculation method","Number","2425"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Ukraine","Base plus education migration calculation method","Number","2486"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","All nationalities","Base migration calculation method","Number","13344"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","12121"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1668"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","1877"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1726"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1736"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","3173"
"Estimated migration flows","2023Q3","Net migration","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","3263"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Ireland","Base migration calculation method","Number","-1329"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Ireland","Base plus education migration calculation method","Number","-1644"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","119"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","104"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Brazil","Base migration calculation method","Number","1103"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Brazil","Base plus education migration calculation method","Number","1105"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","India","Base migration calculation method","Number","1906"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","India","Base plus education migration calculation method","Number","1945"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Ukraine","Base migration calculation method","Number","767"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","781"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","All nationalities","Base migration calculation method","Number","6348"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","6084"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","181"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","191"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-178"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-178"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","3779"
"Estimated migration flows","2023Q3","Net migration","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","3780"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Ireland","Base migration calculation method","Number","471"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Ireland","Base plus education migration calculation method","Number","433"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","111"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","106"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Brazil","Base migration calculation method","Number","375"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Brazil","Base plus education migration calculation method","Number","375"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","India","Base migration calculation method","Number","918"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","India","Base plus education migration calculation method","Number","928"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Ukraine","Base migration calculation method","Number","1048"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","1065"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","All nationalities","Base migration calculation method","Number","4441"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","4457"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","204"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","216"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-459"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-464"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Other nationalities (3)","Base migration calculation method","Number","1773"
"Estimated migration flows","2023Q3","Net migration","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","1798"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Ireland","Base migration calculation method","Number","3319"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Ireland","Base plus education migration calculation method","Number","3267"
"Estimated migration flows","2023Q3","Net migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","186"
"Estimated migration flows","2023Q3","Net migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","180"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Brazil","Base migration calculation method","Number","81"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Brazil","Base plus education migration calculation method","Number","81"
"Estimated migration flows","2023Q3","Net migration","45 years and over","India","Base migration calculation method","Number","143"
"Estimated migration flows","2023Q3","Net migration","45 years and over","India","Base plus education migration calculation method","Number","145"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Ukraine","Base migration calculation method","Number","1716"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Ukraine","Base plus education migration calculation method","Number","1735"
"Estimated migration flows","2023Q3","Net migration","45 years and over","All nationalities","Base migration calculation method","Number","6250"
"Estimated migration flows","2023Q3","Net migration","45 years and over","All nationalities","Base plus education migration calculation method","Number","6215"
"Estimated migration flows","2023Q3","Net migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","260"
"Estimated migration flows","2023Q3","Net migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","269"
"Estimated migration flows","2023Q3","Net migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-299"
"Estimated migration flows","2023Q3","Net migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-294"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Other nationalities (3)","Base migration calculation method","Number","844"
"Estimated migration flows","2023Q3","Net migration","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","832"
"Estimated migration flows","2023Q3","Net migration","All ages","Ireland","Base migration calculation method","Number","3747"
"Estimated migration flows","2023Q3","Net migration","All ages","Ireland","Base plus education migration calculation method","Number","1568"
"Estimated migration flows","2023Q3","Net migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","814"
"Estimated migration flows","2023Q3","Net migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","820"
"Estimated migration flows","2023Q3","Net migration","All ages","Brazil","Base migration calculation method","Number","2253"
"Estimated migration flows","2023Q3","Net migration","All ages","Brazil","Base plus education migration calculation method","Number","2314"
"Estimated migration flows","2023Q3","Net migration","All ages","India","Base migration calculation method","Number","4941"
"Estimated migration flows","2023Q3","Net migration","All ages","India","Base plus education migration calculation method","Number","5082"
"Estimated migration flows","2023Q3","Net migration","All ages","Ukraine","Base migration calculation method","Number","5956"
"Estimated migration flows","2023Q3","Net migration","All ages","Ukraine","Base plus education migration calculation method","Number","6067"
"Estimated migration flows","2023Q3","Net migration","All ages","All nationalities","Base migration calculation method","Number","30383"
"Estimated migration flows","2023Q3","Net migration","All ages","All nationalities","Base plus education migration calculation method","Number","28877"
"Estimated migration flows","2023Q3","Net migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2313"
"Estimated migration flows","2023Q3","Net migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2553"
