"Statistic Label","Census Year","Sex","Religion","Towns by Size","UNIT","VALUE"
"Population","2022","Both sexes","Other stated religion (nec)","Ardee, Co Louth","Number","9"
"Population","2022","Both sexes","Other stated religion (nec)","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Number","46"
"Population","2022","Both sexes","Other stated religion (nec)","Stamullen, Co Meath","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Ashbourne, Co Meath","Number","60"
"Population","2022","Both sexes","Other stated religion (nec)","Duleek, Co Meath","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Ratoath, Co Meath","Number","39"
"Population","2022","Both sexes","Other stated religion (nec)","Dunboyne, Co Meath","Number","27"
"Population","2022","Both sexes","Other stated religion (nec)","Dunshaughlin, Co Meath","Number","29"
"Population","2022","Both sexes","Other stated religion (nec)","Navan, Co Meath","Number","123"
"Population","2022","Both sexes","Other stated religion (nec)","Trim, Co Meath","Number","35"
"Population","2022","Both sexes","Other stated religion (nec)","Enfield, Co Meath","Number","20"
"Population","2022","Both sexes","Other stated religion (nec)","Kells, Co Meath","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Athboy, Co Meath","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Longwood, Co Meath","Number","1"
"Population","2022","Both sexes","Other stated religion (nec)","Ballivor, Co Meath","Number","3"
"Population","2022","Both sexes","Other stated religion (nec)","Edenderry, Co Offaly","Number","22"
"Population","2022","Both sexes","Other stated religion (nec)","Tullamore, Co Offaly","Number","70"
"Population","2022","Both sexes","Other stated religion (nec)","Clara, Co Offaly","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Birr, Co Offaly","Number","18"
"Population","2022","Both sexes","Other stated religion (nec)","Banagher, Co Offaly","Number","4"
"Population","2022","Both sexes","Other stated religion (nec)","Kinnegad, Co Westmeath","Number","27"
"Population","2022","Both sexes","Other stated religion (nec)","Killucan-Rathwire, Co Westmeath","Number","4"
"Population","2022","Both sexes","Other stated religion (nec)","Mullingar, Co Westmeath","Number","94"
"Population","2022","Both sexes","Other stated religion (nec)","Kilbeggan, Co Westmeath","Number","1"
"Population","2022","Both sexes","Other stated religion (nec)","Moate, Co Westmeath","Number","18"
"Population","2022","Both sexes","Other stated religion (nec)","Athlone, Counties Westmeath & Roscommon","Number","175"
"Population","2022","Both sexes","Other stated religion (nec)","Courtown, Co Wexford","Number","20"
"Population","2022","Both sexes","Other stated religion (nec)","Gorey, Co Wexford","Number","46"
"Population","2022","Both sexes","Other stated religion (nec)","Rosslare Harbour, Co Wexford","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Rosslare, Co Wexford","Number","6"
"Population","2022","Both sexes","Other stated religion (nec)","Castlebridge, Co Wexford","Number","4"
"Population","2022","Both sexes","Other stated religion (nec)","Wexford, Co Wexford","Number","62"
"Population","2022","Both sexes","Other stated religion (nec)","Enniscorthy, Co Wexford","Number","33"
"Population","2022","Both sexes","Other stated religion (nec)","Bunclody, Counties Wexford & Carlow","Number","1"
"Population","2022","Both sexes","Other stated religion (nec)","New Ross, Wexford & Kilkenny","Number","41"
"Population","2022","Both sexes","Other stated religion (nec)","Wicklow, Co Wicklow","Number","66"
"Population","2022","Both sexes","Other stated religion (nec)","Kilcoole, Co Wicklow","Number","19"
"Population","2022","Both sexes","Other stated religion (nec)","Greystones-Delgany, Co Wicklow","Number","121"
"Population","2022","Both sexes","Other stated religion (nec)","Rathnew, Co Wicklow","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Newtownmountkennedy, Co Wicklow","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Ashford, Co Wicklow","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Bray, Counties Wicklow & Dublin","Number","226"
"Population","2022","Both sexes","Other stated religion (nec)","Arklow, Co Wicklow","Number","33"
"Population","2022","Both sexes","Other stated religion (nec)","Enniskerry, Co Wicklow","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Rathdrum, Co Wicklow","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Blessington, Counties Wicklow & Kildare","Number","65"
"Population","2022","Both sexes","Other stated religion (nec)","Baltinglass, Co Wicklow","Number","9"
"Population","2022","Both sexes","Other stated religion (nec)","Killaloe, Co Clare","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Sixmilebridge, Co Clare","Number","14"
"Population","2022","Both sexes","Other stated religion (nec)","Shannon, Co Clare","Number","113"
"Population","2022","Both sexes","Other stated religion (nec)","Newmarket-On-Fergus, Co Clare","Number","8"
"Population","2022","Both sexes","Other stated religion (nec)","Ennis, Co Clare","Number","137"
"Population","2022","Both sexes","Other stated religion (nec)","Kilrush, Co Clare","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Cork city and suburbs, Co Cork","Number","888"
"Population","2022","Both sexes","Other stated religion (nec)","Blarney, Co Cork","Number","6"
"Population","2022","Both sexes","Other stated religion (nec)","Tower, Co Cork","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Youghal, Co Cork","Number","26"
"Population","2022","Both sexes","Other stated religion (nec)","Castlemartyr, Co Cork","Number","2"
"Population","2022","Both sexes","Other stated religion (nec)","Cloyne, Co Cork","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Midleton, Co Cork","Number","64"
"Population","2022","Both sexes","Other stated religion (nec)","Mitchelstown, Co Cork","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Carrigtwohill, Co Cork","Number","60"
"Population","2022","Both sexes","Other stated religion (nec)","Fermoy, Co Cork","Number","30"
"Population","2022","Both sexes","Other stated religion (nec)","Rathcormac, Co Cork","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Crosshaven, Co Cork","Number","3"
"Population","2022","Both sexes","Other stated religion (nec)","Cobh, Co Cork","Number","43"
"Population","2022","Both sexes","Other stated religion (nec)","Passage West-Monkstown, Co Cork","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Watergrasshill, Co Cork","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Carrigaline, Co Cork","Number","63"
"Population","2022","Both sexes","Other stated religion (nec)","Kinsale, Co Cork","Number","24"
"Population","2022","Both sexes","Other stated religion (nec)","Mallow, Co Cork","Number","56"
"Population","2022","Both sexes","Other stated religion (nec)","Charleville, Co Cork","Number","23"
"Population","2022","Both sexes","Other stated religion (nec)","Bandon, Co Cork","Number","33"
"Population","2022","Both sexes","Other stated religion (nec)","Clonakilty, Co Cork","Number","15"
"Population","2022","Both sexes","Other stated religion (nec)","Kanturk, Co Cork","Number","9"
"Population","2022","Both sexes","Other stated religion (nec)","Macroom, Co Cork","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Millstreet, Co Cork","Number","3"
"Population","2022","Both sexes","Other stated religion (nec)","Dunmanway, Co Cork","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Skibbereen, Co Cork","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Bantry, Co Cork","Number","16"
"Population","2022","Both sexes","Other stated religion (nec)","Castleisland, Co Kerry","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Listowel, Co Kerry","Number","9"
"Population","2022","Both sexes","Other stated religion (nec)","Killarney, Co Kerry","Number","73"
"Population","2022","Both sexes","Other stated religion (nec)","Kenmare, Co Kerry","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Ballybunion, Co Kerry","Number","3"
"Population","2022","Both sexes","Other stated religion (nec)","Tralee, Co Kerry","Number","128"
"Population","2022","Both sexes","Other stated religion (nec)","Killorglin, Co Kerry","Number","4"
"Population","2022","Both sexes","Other stated religion (nec)","Dingle-Daingean Uí Chuis, Co Kerry","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Limerick city and suburbs, Counties Limerick & Clare","Number","495"
"Population","2022","Both sexes","Other stated religion (nec)","Caherconlish, Co Limerick","Number","2"
"Population","2022","Both sexes","Other stated religion (nec)","Castleconnell, Co Limerick","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Annacotty, Co Limerick","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Kilmallock, Co Limerick","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Newcastle West, Co Limerick","Number","28"
"Population","2022","Both sexes","Other stated religion (nec)","Abbeyfeale, Co Limerick","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Roscrea, Co Tipperary","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Thurles, Co Tipperary","Number","18"
"Population","2022","Both sexes","Other stated religion (nec)","Templemore, Co Tipperary","Number","1"
"Population","2022","Both sexes","Other stated religion (nec)","Nenagh, Co Tipperary","Number","28"
"Population","2022","Both sexes","Other stated religion (nec)","Newport, Co Tipperary","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Ballina, Co Tipperary","Number","20"
"Population","2022","Both sexes","Other stated religion (nec)","Carrick-on-Suir, Co Tipperary","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Fethard, Co Tipperary","Number","4"
"Population","2022","Both sexes","Other stated religion (nec)","Clonmel, Counties Tipperary & Waterford","Number","33"
"Population","2022","Both sexes","Other stated religion (nec)","Cashel, Co Tipperary","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Cahir, Co Tipperary","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Tipperary, Co Tipperary","Number","18"
"Population","2022","Both sexes","Other stated religion (nec)","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","307"
"Population","2022","Both sexes","Other stated religion (nec)","Dunmore East, Co Waterford","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Tramore, Co Waterford","Number","40"
"Population","2022","Both sexes","Other stated religion (nec)","Portlaw, Co Waterford","Number","2"
"Population","2022","Both sexes","Other stated religion (nec)","Dungarvan, Co Waterford","Number","31"
"Population","2022","Both sexes","Other stated religion (nec)","Galway city and suburbs, Co Galway","Number","486"
"Population","2022","Both sexes","Other stated religion (nec)","Ballinasloe, Co Galway","Number","20"
"Population","2022","Both sexes","Other stated religion (nec)","Portumna, Co Galway","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Loughrea, Co Galway","Number","48"
"Population","2022","Both sexes","Other stated religion (nec)","Athenry, Co Galway","Number","26"
"Population","2022","Both sexes","Other stated religion (nec)","Gort, Co Galway","Number","15"
"Population","2022","Both sexes","Other stated religion (nec)","Tuam, Co Galway","Number","40"
"Population","2022","Both sexes","Other stated religion (nec)","Oranmore, Co Galway","Number","28"
"Population","2022","Both sexes","Other stated religion (nec)","Baile Chláir, Co Galway","Number","1"
"Population","2022","Both sexes","Other stated religion (nec)","Bearna, Co Galway","Number","6"
"Population","2022","Both sexes","Other stated religion (nec)","Maigh Cuilinn, Co Galway","Number","15"
"Population","2022","Both sexes","Other stated religion (nec)","Oughterard, Co Galway","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","34"
"Population","2022","Both sexes","Other stated religion (nec)","Manorhamilton, Co Leitrim","Number","8"
"Population","2022","Both sexes","Other stated religion (nec)","Ballyhaunis, Co Mayo","Number","30"
"Population","2022","Both sexes","Other stated religion (nec)","Claremorris, Co Mayo","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Ballina, Co Mayo","Number","14"
"Population","2022","Both sexes","Other stated religion (nec)","Ballinrobe, Co Mayo","Number","18"
"Population","2022","Both sexes","Other stated religion (nec)","Castlebar, Co Mayo","Number","50"
"Population","2022","Both sexes","Other stated religion (nec)","Westport, Co Mayo","Number","26"
"Population","2022","Both sexes","Other stated religion (nec)","Roscommon, Co Roscommon","Number","61"
"Population","2022","Both sexes","Other stated religion (nec)","Boyle, Co Roscommon","Number","2"
"Population","2022","Both sexes","Other stated religion (nec)","Castlerea, Co Roscommon","Number","15"
"Population","2022","Both sexes","Other stated religion (nec)","Ballaghaderreen, Co Roscommon","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Sligo, Co Sligo","Number","107"
"Population","2022","Both sexes","Other stated religion (nec)","Collooney, Co Sligo","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Ballysadare, Co Sligo","Number","10"
"Population","2022","Both sexes","Other stated religion (nec)","Ballymote, Co Sligo","Number","3"
"Population","2022","Both sexes","Other stated religion (nec)","Strandhill, Co Sligo","Number","2"
"Population","2022","Both sexes","Other stated religion (nec)","Tubbercurry, Co Sligo","Number","8"
"Population","2022","Both sexes","Other stated religion (nec)","Kingscourt, Co Cavan","Number","6"
"Population","2022","Both sexes","Other stated religion (nec)","Mullagh, Co Cavan","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Bailieborough, Co Cavan","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Virginia, Co Cavan","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Cootehill, Co Cavan","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Ballyjamesduff, Co Cavan","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Cavan, Co Cavan","Number","65"
"Population","2022","Both sexes","Other stated religion (nec)","Belturbet, Co Cavan","Number","2"
"Population","2022","Both sexes","Other stated religion (nec)","Carndonagh, Co Donegal","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Buncrana, Co Donegal","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","Lifford, Co Donegal","Number","3"
"Population","2022","Both sexes","Other stated religion (nec)","Convoy, Co Donegal","Number","11"
"Population","2022","Both sexes","Other stated religion (nec)","Letterkenny, Co Donegal","Number","144"
"Population","2022","Both sexes","Other stated religion (nec)","Ballybofey-Stranorlar, Co Donegal","Number","16"
"Population","2022","Both sexes","Other stated religion (nec)","Donegal, Co Donegal","Number","5"
"Population","2022","Both sexes","Other stated religion (nec)","Ballyshannon, Co Donegal","Number","4"
"Population","2022","Both sexes","Other stated religion (nec)","Bundoran, Co Donegal","Number","13"
"Population","2022","Both sexes","Other stated religion (nec)","Carrickmacross, Co Monaghan","Number","21"
"Population","2022","Both sexes","Other stated religion (nec)","Castleblayney, Co Monaghan","Number","7"
"Population","2022","Both sexes","Other stated religion (nec)","Monaghan, Co Monaghan","Number","26"
"Population","2022","Both sexes","Other stated religion (nec)","Clones, Co Monaghan","Number","12"
"Population","2022","Both sexes","Other stated religion (nec)","State","Number","22163"
"Population","2022","Both sexes","Other stated religion (nec)","Other towns with a population between 1,000 - 1,499","Number","313"
"Population","2022","Both sexes","Other stated religion (nec)","Other towns with a population under 500","Number","276"
"Population","2022","Both sexes","Other stated religion (nec)","Other towns with a population between 500 - 999","Number","413"
"Population","2022","Both sexes","Other stated religion (nec)","Remainder of country","Number","3337"
"Population","2022","Both sexes","No religion","Tullow, Co Carlow","Number","571"
"Population","2022","Both sexes","No religion","Carlow, Counties Carlow & Laois","Number","3517"
"Population","2022","Both sexes","No religion","Muinebeag (Bagenalstown), Co Carlow","Number","263"
"Population","2022","Both sexes","No religion","Dublin city and suburbs, Counties Dublin & Meath","Number","258272"
"Population","2022","Both sexes","No religion","Saggart, Co Dublin","Number","747"
"Population","2022","Both sexes","No religion","Rathcoole, Co Dublin","Number","931"
"Population","2022","Both sexes","No religion","Newcastle, Co Dublin","Number","639"
"Population","2022","Both sexes","No religion","Rush, Co Dublin","Number","2004"
"Population","2022","Both sexes","No religion","Skerries, Co Dublin","Number","2629"
"Population","2022","Both sexes","No religion","Portmarnock, Co Dublin","Number","2045"
"Population","2022","Both sexes","No religion","Donabate, Co Dublin","Number","2256"
"Population","2022","Both sexes","No religion","Malahide, Co Dublin","Number","3727"
"Population","2022","Both sexes","No religion","Lusk, Co Dublin","Number","1513"
"Population","2022","Both sexes","No religion","Balrothery, Co Dublin","Number","297"
"Population","2022","Both sexes","No religion","Balbriggan, Co Dublin","Number","3696"
"Population","2022","Both sexes","No religion","Kinsealy-Drinan, Co Dublin","Number","1415"
"Population","2022","Both sexes","No religion","Swords, Co Dublin","Number","7466"
"Population","2022","Both sexes","No religion","Leixlip, Co Kildare","Number","3173"
"Population","2022","Both sexes","No religion","Celbridge, Co Kildare","Number","4171"
"Population","2022","Both sexes","No religion","Kill, Co Kildare","Number","546"
"Population","2022","Both sexes","No religion","Maynooth, Co Kildare","Number","4021"
"Population","2022","Both sexes","No religion","Naas, Co Kildare","Number","4278"
"Population","2022","Both sexes","No religion","Sallins, Co Kildare","Number","1166"
"Population","2022","Both sexes","No religion","Kilcock, Counties Kildare & Meath","Number","1439"
"Population","2022","Both sexes","No religion","Clane, Co Kildare","Number","1263"
"Population","2022","Both sexes","No religion","Kilcullen, Co Kildare","Number","688"
"Population","2022","Both sexes","No religion","Prosperous, Co Kildare","Number","357"
"Population","2022","Both sexes","No religion","Newbridge, Co Kildare","Number","3479"
"Population","2022","Both sexes","No religion","Castledermot, Co Kildare","Number","246"
"Population","2022","Both sexes","No religion","Allenwood, Co Kildare","Number","194"
"Population","2022","Both sexes","No religion","Kildare, Co Kildare","Number","1445"
"Population","2022","Both sexes","No religion","Derrinturn, Co Kildare","Number","156"
"Population","2022","Both sexes","No religion","Athy, Co Kildare","Number","1393"
"Population","2022","Both sexes","No religion","Rathangan, Co Kildare","Number","449"
"Population","2022","Both sexes","No religion","Monasterevin, Co Kildare","Number","675"
"Population","2022","Both sexes","No religion","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","136"
"Population","2022","Both sexes","No religion","Thomastown, Co Kilkenny","Number","402"
"Population","2022","Both sexes","No religion","Kilkenny, Co Kilkenny","Number","3835"
"Population","2022","Both sexes","No religion","Callan, Co Kilkenny","Number","314"
"Population","2022","Both sexes","No religion","Portarlington, Counties Laois & Offaly","Number","1197"
"Population","2022","Both sexes","No religion","Portlaoise, Co Laois","Number","2839"
"Population","2022","Both sexes","No religion","Mountmellick, Co Laois","Number","472"
"Population","2022","Both sexes","No religion","Abbeyleix, Co Laois","Number","264"
"Population","2022","Both sexes","No religion","Mountrath, Co Laois","Number","180"
"Population","2022","Both sexes","No religion","Edgeworthstown, Co Longford","Number","172"
"Population","2022","Both sexes","No religion","Ballymahon, Co Longford","Number","153"
"Population","2022","Both sexes","No religion","Longford, Co Longford","Number","1032"
"Population","2022","Both sexes","No religion","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","234"
"Population","2022","Both sexes","No religion","Carlingford, Co Louth","Number","229"
"Population","2022","Both sexes","No religion","Clogherhead, Co Louth","Number","287"
"Population","2022","Both sexes","No religion","Termonfeckin, Co Louth","Number","290"
"Population","2022","Both sexes","No religion","Drogheda, Counties Louth & Meath","Number","6041"
"Population","2022","Both sexes","No religion","Dunleer, Co Louth","Number","212"
"Population","2022","Both sexes","No religion","Dundalk, Co Louth","Number","5566"
"Population","2022","Both sexes","No religion","Tullyallen, Co Louth","Number","190"
"Population","2022","Both sexes","No religion","Ardee, Co Louth","Number","609"
"Population","2022","Both sexes","No religion","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Number","2822"
"Population","2022","Both sexes","No religion","Stamullen, Co Meath","Number","589"
"Population","2022","Both sexes","No religion","Ashbourne, Co Meath","Number","2683"
"Population","2022","Both sexes","No religion","Duleek, Co Meath","Number","496"
"Population","2022","Both sexes","No religion","Ratoath, Co Meath","Number","1557"
"Population","2022","Both sexes","No religion","Dunboyne, Co Meath","Number","1064"
"Population","2022","Both sexes","No religion","Dunshaughlin, Co Meath","Number","1130"
"Population","2022","Both sexes","No religion","Navan, Co Meath","Number","4380"
"Population","2022","Both sexes","No religion","Trim, Co Meath","Number","1478"
"Population","2022","Both sexes","No religion","Enfield, Co Meath","Number","565"
"Population","2022","Both sexes","No religion","Kells, Co Meath","Number","769"
"Population","2022","Both sexes","No religion","Athboy, Co Meath","Number","333"
"Population","2022","Both sexes","No religion","Longwood, Co Meath","Number","198"
"Population","2022","Both sexes","No religion","Ballivor, Co Meath","Number","217"
"Population","2022","Both sexes","No religion","Edenderry, Co Offaly","Number","695"
"Population","2022","Both sexes","No religion","Tullamore, Co Offaly","Number","1650"
"Population","2022","Both sexes","No religion","Clara, Co Offaly","Number","273"
"Population","2022","Both sexes","No religion","Birr, Co Offaly","Number","475"
"Population","2022","Both sexes","No religion","Banagher, Co Offaly","Number","131"
"Population","2022","Both sexes","No religion","Kinnegad, Co Westmeath","Number","383"
"Population","2022","Both sexes","No religion","Killucan-Rathwire, Co Westmeath","Number","209"
"Population","2022","Both sexes","No religion","Mullingar, Co Westmeath","Number","2612"
"Population","2022","Both sexes","No religion","Kilbeggan, Co Westmeath","Number","140"
"Population","2022","Both sexes","No religion","Moate, Co Westmeath","Number","340"
"Population","2022","Both sexes","No religion","Athlone, Counties Westmeath & Roscommon","Number","3015"
"Population","2022","Both sexes","No religion","Courtown, Co Wexford","Number","805"
"Population","2022","Both sexes","No religion","Gorey, Co Wexford","Number","1932"
"Population","2022","Both sexes","No religion","Rosslare Harbour, Co Wexford","Number","317"
"Population","2022","Both sexes","No religion","Rosslare, Co Wexford","Number","285"
"Population","2022","Both sexes","No religion","Castlebridge, Co Wexford","Number","260"
"Population","2022","Both sexes","No religion","Wexford, Co Wexford","Number","3326"
"Population","2022","Both sexes","No religion","Enniscorthy, Co Wexford","Number","1424"
"Population","2022","Both sexes","No religion","Bunclody, Counties Wexford & Carlow","Number","195"
"Population","2022","Both sexes","No religion","New Ross, Wexford & Kilkenny","Number","1079"
"Population","2022","Both sexes","No religion","Wicklow, Co Wicklow","Number","2716"
"Population","2022","Both sexes","No religion","Kilcoole, Co Wicklow","Number","1011"
"Population","2022","Both sexes","No religion","Greystones-Delgany, Co Wicklow","Number","5595"
"Population","2022","Both sexes","No religion","Rathnew, Co Wicklow","Number","497"
"Population","2022","Both sexes","No religion","Newtownmountkennedy, Co Wicklow","Number","638"
"Population","2022","Both sexes","No religion","Ashford, Co Wicklow","Number","426"
"Population","2022","Both sexes","No religion","Bray, Counties Wicklow & Dublin","Number","7797"
"Population","2022","Both sexes","No religion","Arklow, Co Wicklow","Number","2029"
"Population","2022","Both sexes","No religion","Enniskerry, Co Wicklow","Number","435"
"Population","2022","Both sexes","No religion","Rathdrum, Co Wicklow","Number","345"
"Population","2022","Both sexes","No religion","Blessington, Counties Wicklow & Kildare","Number","1037"
"Population","2022","Both sexes","No religion","Baltinglass, Co Wicklow","Number","290"
"Population","2022","Both sexes","No religion","Killaloe, Co Clare","Number","307"
"Population","2022","Both sexes","No religion","Sixmilebridge, Co Clare","Number","318"
"Population","2022","Both sexes","No religion","Shannon, Co Clare","Number","1471"
"Population","2022","Both sexes","No religion","Newmarket-On-Fergus, Co Clare","Number","207"
"Population","2022","Both sexes","No religion","Ennis, Co Clare","Number","3704"
"Population","2022","Both sexes","No religion","Kilrush, Co Clare","Number","206"
"Population","2022","Both sexes","No religion","Cork city and suburbs, Co Cork","Number","40400"
"Population","2022","Both sexes","No religion","Blarney, Co Cork","Number","404"
"Population","2022","Both sexes","No religion","Tower, Co Cork","Number","460"
"Population","2022","Both sexes","No religion","Youghal, Co Cork","Number","1326"
"Population","2022","Both sexes","No religion","Castlemartyr, Co Cork","Number","284"
"Population","2022","Both sexes","No religion","Cloyne, Co Cork","Number","307"
"Population","2022","Both sexes","No religion","Midleton, Co Cork","Number","2568"
"Population","2022","Both sexes","No religion","Mitchelstown, Co Cork","Number","411"
"Population","2022","Both sexes","No religion","Carrigtwohill, Co Cork","Number","835"
"Population","2022","Both sexes","No religion","Fermoy, Co Cork","Number","862"
"Population","2022","Both sexes","No religion","Rathcormac, Co Cork","Number","299"
"Population","2022","Both sexes","No religion","Crosshaven, Co Cork","Number","810"
"Population","2022","Both sexes","No religion","Cobh, Co Cork","Number","2446"
"Population","2022","Both sexes","No religion","Passage West-Monkstown, Co Cork","Number","1121"
"Population","2022","Both sexes","No religion","Watergrasshill, Co Cork","Number","254"
"Population","2022","Both sexes","No religion","Carrigaline, Co Cork","Number","3079"
"Population","2022","Both sexes","No religion","Kinsale, Co Cork","Number","1396"
"Population","2022","Both sexes","No religion","Mallow, Co Cork","Number","1452"
"Population","2022","Both sexes","No religion","Charleville, Co Cork","Number","466"
"Population","2022","Both sexes","No religion","Bandon, Co Cork","Number","1078"
"Population","2022","Both sexes","No religion","Clonakilty, Co Cork","Number","936"
"Population","2022","Both sexes","No religion","Kanturk, Co Cork","Number","224"
"Population","2022","Both sexes","No religion","Macroom, Co Cork","Number","465"
"Population","2022","Both sexes","No religion","Millstreet, Co Cork","Number","160"
"Population","2022","Both sexes","No religion","Dunmanway, Co Cork","Number","222"
"Population","2022","Both sexes","No religion","Skibbereen, Co Cork","Number","596"
"Population","2022","Both sexes","No religion","Bantry, Co Cork","Number","486"
"Population","2022","Both sexes","No religion","Castleisland, Co Kerry","Number","192"
"Population","2022","Both sexes","No religion","Listowel, Co Kerry","Number","523"
"Population","2022","Both sexes","No religion","Killarney, Co Kerry","Number","1934"
"Population","2022","Both sexes","No religion","Kenmare, Co Kerry","Number","495"
"Population","2022","Both sexes","No religion","Ballybunion, Co Kerry","Number","201"
"Population","2022","Both sexes","No religion","Tralee, Co Kerry","Number","2852"
"Population","2022","Both sexes","No religion","Killorglin, Co Kerry","Number","346"
"Population","2022","Both sexes","No religion","Dingle-Daingean Uí Chuis, Co Kerry","Number","377"
"Population","2022","Both sexes","No religion","Limerick city and suburbs, Counties Limerick & Clare","Number","14431"
"Population","2022","Both sexes","No religion","Caherconlish, Co Limerick","Number","186"
"Population","2022","Both sexes","No religion","Castleconnell, Co Limerick","Number","445"
"Population","2022","Both sexes","No religion","Annacotty, Co Limerick","Number","610"
"Population","2022","Both sexes","No religion","Kilmallock, Co Limerick","Number","125"
"Population","2022","Both sexes","No religion","Newcastle West, Co Limerick","Number","694"
"Population","2022","Both sexes","No religion","Abbeyfeale, Co Limerick","Number","159"
"Population","2022","Both sexes","No religion","Roscrea, Co Tipperary","Number","413"
"Population","2022","Both sexes","No religion","Thurles, Co Tipperary","Number","783"
"Population","2022","Both sexes","No religion","Templemore, Co Tipperary","Number","159"
"Population","2022","Both sexes","No religion","Nenagh, Co Tipperary","Number","968"
"Population","2022","Both sexes","No religion","Newport, Co Tipperary","Number","219"
"Population","2022","Both sexes","No religion","Ballina, Co Tipperary","Number","531"
"Population","2022","Both sexes","No religion","Carrick-on-Suir, Co Tipperary","Number","407"
"Population","2022","Both sexes","No religion","Fethard, Co Tipperary","Number","117"
"Population","2022","Both sexes","No religion","Clonmel, Counties Tipperary & Waterford","Number","1908"
"Population","2022","Both sexes","No religion","Cashel, Co Tipperary","Number","464"
"Population","2022","Both sexes","No religion","Cahir, Co Tipperary","Number","354"
"Population","2022","Both sexes","No religion","Tipperary, Co Tipperary","Number","534"
"Population","2022","Both sexes","No religion","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","9114"
"Population","2022","Both sexes","No religion","Dunmore East, Co Waterford","Number","368"
"Population","2022","Both sexes","No religion","Tramore, Co Waterford","Number","2047"
"Population","2022","Both sexes","No religion","Portlaw, Co Waterford","Number","200"
"Population","2022","Both sexes","No religion","Dungarvan, Co Waterford","Number","1396"
"Population","2022","Both sexes","No religion","Galway city and suburbs, Co Galway","Number","17770"
"Population","2022","Both sexes","No religion","Ballinasloe, Co Galway","Number","519"
"Population","2022","Both sexes","No religion","Portumna, Co Galway","Number","203"
"Population","2022","Both sexes","No religion","Loughrea, Co Galway","Number","799"
"Population","2022","Both sexes","No religion","Athenry, Co Galway","Number","739"
"Population","2022","Both sexes","No religion","Gort, Co Galway","Number","382"
"Population","2022","Both sexes","No religion","Tuam, Co Galway","Number","1081"
"Population","2022","Both sexes","No religion","Oranmore, Co Galway","Number","966"
"Population","2022","Both sexes","No religion","Baile Chláir, Co Galway","Number","251"
"Population","2022","Both sexes","No religion","Bearna, Co Galway","Number","431"
