"Statistic Label","Month","County","Driving Test Categories","UNIT","VALUE"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category D1 (Minibus)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","All Test Categories","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category B (Car or light van)","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Longford","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","All Test Categories","Number","35"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category B (Car or light van)","Number","34"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category BE (Car with Trailer)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Louth","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","All Test Categories","Number","45"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category B (Car or light van)","Number","40"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category A (Motorcycle All)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category BE (Car with Trailer)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category CE (Articulated Truck)","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Limerick","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","All Test Categories","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category B (Car or light van)","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Leitrim","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","All Test Categories","Number","11"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category B (Car or light van)","Number","10"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category A2 (Motorcycle - medium power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Laois","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","All Test Categories","Number","26"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category B (Car or light van)","Number","25"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category A (Motorcycle All)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Meath","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Monaghan","All Test Categories","Number","4"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Monaghan","Category B (Car or light van)","Number","4"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Monaghan","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Monaghan","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Monaghan","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Monaghan","Category A (Motorcycle All)","Number",""
