"Statistic Label","Month","County","Driving Test Categories","UNIT","VALUE"
"Driving Test Pass Rate","2024 March","Co. Dublin","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Dublin","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Dublin","CPC Practical Test (Truck/Artic)","%","85.2"
"Driving Test Pass Rate","2024 March","Co. Galway","All Test Categories","%","56.6"
"Driving Test Pass Rate","2024 March","Co. Galway","Category B (Car or light van)","%","53.7"
"Driving Test Pass Rate","2024 March","Co. Galway","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Galway","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Galway","Category A2 (Motorcycle - medium power)","%","50"
"Driving Test Pass Rate","2024 March","Co. Galway","Category A (Motorcycle All)","%","83.3"
"Driving Test Pass Rate","2024 March","Co. Galway","Category BE (Car with Trailer)","%","92.3"
"Driving Test Pass Rate","2024 March","Co. Galway","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 March","Co. Galway","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Galway","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Galway","Category CE (Articulated Truck)","%","85.2"
"Driving Test Pass Rate","2024 March","Co. Galway","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Galway","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Galway","Category D (Bus)","%","60"
"Driving Test Pass Rate","2024 March","Co. Galway","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Galway","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Galway","CPC Practical Test (Bus)","%","85.7"
"Driving Test Pass Rate","2024 March","Co. Galway","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kildare","All Test Categories","%","52.4"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category B (Car or light van)","%","50.4"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category A2 (Motorcycle - medium power)","%","75"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category A (Motorcycle All)","%","60"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category BE (Car with Trailer)","%","87.5"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category C1 (Small truck / large van)","%","75"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category C (Truck)","%","69.2"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kildare","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Kildare","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","All Test Categories","%","60.5"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category B (Car or light van)","%","49"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category C (Truck)","%","85.7"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category D (Bus)","%","75"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Kilkenny","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kilkenny","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kerry","All Test Categories","%","52.2"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category B (Car or light van)","%","46.3"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","Category A2 (Motorcycle - medium power)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category A (Motorcycle All)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category BE (Car with Trailer)","%","91.7"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","Category C (Truck)","%","63.6"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category CE (Articulated Truck)","%","80"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category D1 (Minibus)","%","66.7"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","Category D (Bus)","%","84"
"Driving Test Pass Rate","2024 March","Co. Kerry","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Kerry","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Kerry","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Longford","All Test Categories","%","44.7"
"Driving Test Pass Rate","2024 March","Co. Longford","Category B (Car or light van)","%","44"
"Driving Test Pass Rate","2024 March","Co. Longford","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category BE (Car with Trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Longford","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Longford","CPC Practical Test (Truck/Artic)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","All Test Categories","%","59.5"
"Driving Test Pass Rate","2024 March","Co. Louth","Category B (Car or light van)","%","54.5"
"Driving Test Pass Rate","2024 March","Co. Louth","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 March","Co. Louth","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 March","Co. Louth","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category C (Truck)","%","65.6"
"Driving Test Pass Rate","2024 March","Co. Louth","Category CE (Articulated Truck)","%","84.6"
"Driving Test Pass Rate","2024 March","Co. Louth","Category D1 (Minibus)","%","66.7"
"Driving Test Pass Rate","2024 March","Co. Louth","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category D (Bus)","%","85.7"
"Driving Test Pass Rate","2024 March","Co. Louth","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Louth","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Louth","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Limerick","All Test Categories","%","54.4"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category B (Car or light van)","%","52.6"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category A2 (Motorcycle - medium power)","%","66.7"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category A (Motorcycle All)","%","76"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category BE (Car with Trailer)","%","66.7"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category C (Truck)","%","54.8"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category CE (Articulated Truck)","%","72.7"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category D (Bus)","%","64.3"
"Driving Test Pass Rate","2024 March","Co. Limerick","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Limerick","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Limerick","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Leitrim","All Test Categories","%","64.3"
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category B (Car or light van)","%","64.3"
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category BE (Car with Trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category C (Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Leitrim","CPC Practical Test (Truck/Artic)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","All Test Categories","%","46.3"
"Driving Test Pass Rate","2024 March","Co. Laois","Category B (Car or light van)","%","45.9"
"Driving Test Pass Rate","2024 March","Co. Laois","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category BE (Car with Trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category C (Truck)","%","75"
"Driving Test Pass Rate","2024 March","Co. Laois","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Laois","CPC Practical Test (Truck/Artic)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","All Test Categories","%","51.9"
"Driving Test Pass Rate","2024 March","Co. Meath","Category B (Car or light van)","%","51.3"
"Driving Test Pass Rate","2024 March","Co. Meath","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category A (Motorcycle All)","%","60"
"Driving Test Pass Rate","2024 March","Co. Meath","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 March","Co. Meath","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category C (Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Meath","CPC Practical Test (Truck/Artic)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","All Test Categories","%","71.7"
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category B (Car or light van)","%","64.5"
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category C (Truck)","%","94.7"
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Monaghan","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Mayo","All Test Categories","%","54.2"
"Driving Test Pass Rate","2024 March","Co. Mayo","Category B (Car or light van)","%","51.3"
"Driving Test Pass Rate","2024 March","Co. Mayo","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category BE (Car with Trailer)","%","71.4"
"Driving Test Pass Rate","2024 March","Co. Mayo","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category C (Truck)","%","83.3"
"Driving Test Pass Rate","2024 March","Co. Mayo","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category D (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Mayo","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Mayo","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Mayo","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Offaly","All Test Categories","%","58.1"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category B (Car or light van)","%","55.6"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category A (Motorcycle All)","%","100"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category C (Truck)","%","80"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category CE (Articulated Truck)","%","85.7"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category D (Bus)","%","28.6"
"Driving Test Pass Rate","2024 March","Co. Offaly","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Offaly","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Offaly","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Roscommon","All Test Categories","%","45.8"
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category B (Car or light van)","%","43.5"
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category BE (Car with Trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Roscommon","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Sligo","All Test Categories","%","56.4"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category B (Car or light van)","%","45.9"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category A1 (Motorcycle - low power)","%","50"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category CE (Articulated Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category D (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Sligo","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Sligo","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Sligo","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Tipperary","All Test Categories","%","53.7"
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category B (Car or light van)","%","53.1"
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category A (Motorcycle All)","%","100"
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category BE (Car with Trailer)","%","75"
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category C (Truck)","%","37.5"
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Tipperary","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Tipperary","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Waterford","All Test Categories","%","46.1"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category B (Car or light van)","%","43.6"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category A (Motorcycle All)","%","57.1"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category BE (Car with Trailer)","%","70"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category C (Truck)","%","63.2"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category CE (Articulated Truck)","%","62.5"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category D1 (Minibus)","%","66.7"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category D (Bus)","%","56.3"
"Driving Test Pass Rate","2024 March","Co. Waterford","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Waterford","CPC Practical Test (Bus)","%","81.3"
"Driving Test Pass Rate","2024 March","Co. Waterford","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wicklow","All Test Categories","%","55.8"
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category B (Car or light van)","%","54.6"
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category AM (Moped / light quadricycle)","%",""
