"Statistic Label","Year","County","UNIT","VALUE"
"Disposable Household Income","2007","Co. Donegal","Euro Million","2410.92"
"Disposable Household Income","2007","Co. Dublin","Euro Million","25420.23"
"Disposable Household Income","2007","Co. Galway","Euro Million","4547.26"
"Disposable Household Income","2007","Co. Kerry","Euro Million","2736.98"
"Disposable Household Income","2007","Co. Kildare","Euro Million","3750.23"
"Disposable Household Income","2007","Co. Kilkenny","Euro Million","1758.59"
"Disposable Household Income","2007","Co. Laois","Euro Million","1259.28"
"Disposable Household Income","2007","Co. Leitrim","Euro Million","529.66"
"Disposable Household Income","2007","Co. Limerick","Euro Million","3858.53"
"Disposable Household Income","2007","Co. Longford","Euro Million","657.72"
"Disposable Household Income","2007","Co. Louth","Euro Million","2121.73"
"Disposable Household Income","2007","Co. Mayo","Euro Million","2355.6"
"Disposable Household Income","2007","Co. Meath","Euro Million","3161.76"
"Disposable Household Income","2007","Co. Monaghan","Euro Million","993.7"
"Disposable Household Income","2007","Co. Offaly","Euro Million","1271.64"
"Disposable Household Income","2007","Co. Roscommon","Euro Million","1030.3"
"Disposable Household Income","2007","Co. Sligo","Euro Million","1118.48"
"Disposable Household Income","2007","Co. Tipperary","Euro Million","3199.48"
"Disposable Household Income","2007","Co. Waterford","Euro Million","2265.21"
"Disposable Household Income","2007","Co. Westmeath","Euro Million","1549.84"
"Disposable Household Income","2007","Co. Wexford","Euro Million","2710.23"
"Disposable Household Income","2007","Co. Wicklow","Euro Million","2617.54"
"Disposable Household Income","2008","Ireland","Euro Million","93401.98"
"Disposable Household Income","2008","Co. Carlow","Euro Million","1164.54"
"Disposable Household Income","2008","Co. Cavan","Euro Million","1289.11"
"Disposable Household Income","2008","Co. Clare","Euro Million","2329.95"
"Disposable Household Income","2008","Co. Cork","Euro Million","11461.01"
"Disposable Household Income","2008","Co. Donegal","Euro Million","2644.21"
"Disposable Household Income","2008","Co. Dublin","Euro Million","27635.23"
"Disposable Household Income","2008","Co. Galway","Euro Million","5023.69"
"Disposable Household Income","2008","Co. Kerry","Euro Million","2934.97"
"Disposable Household Income","2008","Co. Kildare","Euro Million","4105.79"
"Disposable Household Income","2008","Co. Kilkenny","Euro Million","1898.21"
"Disposable Household Income","2008","Co. Laois","Euro Million","1339.38"
"Disposable Household Income","2008","Co. Leitrim","Euro Million","580.16"
"Disposable Household Income","2008","Co. Limerick","Euro Million","4182.03"
"Disposable Household Income","2008","Co. Longford","Euro Million","692.59"
"Disposable Household Income","2008","Co. Louth","Euro Million","2288.47"
"Disposable Household Income","2008","Co. Mayo","Euro Million","2381.72"
"Disposable Household Income","2008","Co. Meath","Euro Million","3386.66"
"Disposable Household Income","2008","Co. Monaghan","Euro Million","1080.24"
"Disposable Household Income","2008","Co. Offaly","Euro Million","1340.89"
"Disposable Household Income","2008","Co. Roscommon","Euro Million","1121.98"
"Disposable Household Income","2008","Co. Sligo","Euro Million","1235.1"
"Disposable Household Income","2008","Co. Tipperary","Euro Million","3489.84"
"Disposable Household Income","2008","Co. Waterford","Euro Million","2455.42"
"Disposable Household Income","2008","Co. Westmeath","Euro Million","1633.86"
"Disposable Household Income","2008","Co. Wexford","Euro Million","2893.16"
"Disposable Household Income","2008","Co. Wicklow","Euro Million","2813.78"
"Disposable Household Income","2009","Ireland","Euro Million","87690.36"
"Disposable Household Income","2009","Co. Carlow","Euro Million","1085.98"
"Disposable Household Income","2009","Co. Cavan","Euro Million","1239.18"
"Disposable Household Income","2009","Co. Clare","Euro Million","2223.44"
"Disposable Household Income","2009","Co. Cork","Euro Million","10764.85"
"Disposable Household Income","2009","Co. Donegal","Euro Million","2652.62"
"Disposable Household Income","2009","Co. Dublin","Euro Million","25366.49"
"Disposable Household Income","2009","Co. Galway","Euro Million","4892.98"
"Disposable Household Income","2009","Co. Kerry","Euro Million","2773.09"
"Disposable Household Income","2009","Co. Kildare","Euro Million","3766.51"
"Disposable Household Income","2009","Co. Kilkenny","Euro Million","1807.5"
"Disposable Household Income","2009","Co. Laois","Euro Million","1257.69"
"Disposable Household Income","2009","Co. Leitrim","Euro Million","567.02"
"Disposable Household Income","2009","Co. Limerick","Euro Million","3871.65"
"Disposable Household Income","2009","Co. Longford","Euro Million","663.18"
"Disposable Household Income","2009","Co. Louth","Euro Million","2147.09"
"Disposable Household Income","2009","Co. Mayo","Euro Million","2392.77"
"Disposable Household Income","2009","Co. Meath","Euro Million","3101.82"
"Disposable Household Income","2009","Co. Monaghan","Euro Million","1038.16"
"Disposable Household Income","2009","Co. Offaly","Euro Million","1272.62"
"Disposable Household Income","2009","Co. Roscommon","Euro Million","1092.32"
"Disposable Household Income","2009","Co. Sligo","Euro Million","1213.45"
"Disposable Household Income","2009","Co. Tipperary","Euro Million","3278.11"
"Disposable Household Income","2009","Co. Waterford","Euro Million","2320.26"
"Disposable Household Income","2009","Co. Westmeath","Euro Million","1551.32"
"Disposable Household Income","2009","Co. Wexford","Euro Million","2774.01"
"Disposable Household Income","2009","Co. Wicklow","Euro Million","2576.26"
"Disposable Household Income","2010","Ireland","Euro Million","82503.76"
"Disposable Household Income","2010","Co. Carlow","Euro Million","1029.95"
"Disposable Household Income","2010","Co. Cavan","Euro Million","1216.08"
"Disposable Household Income","2010","Co. Clare","Euro Million","2088.96"
"Disposable Household Income","2010","Co. Cork","Euro Million","10060.35"
"Disposable Household Income","2010","Co. Donegal","Euro Million","2448.98"
"Disposable Household Income","2010","Co. Dublin","Euro Million","23986.04"
"Disposable Household Income","2010","Co. Galway","Euro Million","4545.74"
"Disposable Household Income","2010","Co. Kerry","Euro Million","2597.38"
"Disposable Household Income","2010","Co. Kildare","Euro Million","3547.65"
"Disposable Household Income","2010","Co. Kilkenny","Euro Million","1636.94"
"Disposable Household Income","2010","Co. Laois","Euro Million","1162.07"
"Disposable Household Income","2010","Co. Leitrim","Euro Million","528.17"
"Disposable Household Income","2010","Co. Limerick","Euro Million","3732.62"
"Disposable Household Income","2010","Co. Longford","Euro Million","625.49"
"Disposable Household Income","2010","Co. Louth","Euro Million","2045.25"
"Disposable Household Income","2010","Co. Mayo","Euro Million","2295.25"
"Disposable Household Income","2010","Co. Meath","Euro Million","2908.47"
"Disposable Household Income","2010","Co. Monaghan","Euro Million","1003.34"
"Disposable Household Income","2010","Co. Offaly","Euro Million","1174.13"
"Disposable Household Income","2010","Co. Roscommon","Euro Million","1032.48"
"Disposable Household Income","2010","Co. Sligo","Euro Million","1106.58"
"Disposable Household Income","2010","Co. Tipperary","Euro Million","3091.43"
"Disposable Household Income","2010","Co. Waterford","Euro Million","2144.83"
"Disposable Household Income","2010","Co. Westmeath","Euro Million","1454.47"
"Disposable Household Income","2010","Co. Wexford","Euro Million","2609.26"
"Disposable Household Income","2010","Co. Wicklow","Euro Million","2431.86"
"Disposable Household Income","2011","Ireland","Euro Million","81878.09"
"Disposable Household Income","2011","Co. Carlow","Euro Million","1047.96"
"Disposable Household Income","2011","Co. Cavan","Euro Million","1205.06"
"Disposable Household Income","2011","Co. Clare","Euro Million","2036.01"
"Disposable Household Income","2011","Co. Cork","Euro Million","9937.63"
"Disposable Household Income","2011","Co. Donegal","Euro Million","2419.42"
"Disposable Household Income","2011","Co. Dublin","Euro Million","23555.57"
"Disposable Household Income","2011","Co. Galway","Euro Million","4461.67"
"Disposable Household Income","2011","Co. Kerry","Euro Million","2544.23"
"Disposable Household Income","2011","Co. Kildare","Euro Million","3594.47"
"Disposable Household Income","2011","Co. Kilkenny","Euro Million","1633.21"
"Disposable Household Income","2011","Co. Laois","Euro Million","1206.8"
"Disposable Household Income","2011","Co. Leitrim","Euro Million","538.51"
"Disposable Household Income","2011","Co. Limerick","Euro Million","3597.93"
"Disposable Household Income","2011","Co. Longford","Euro Million","635.32"
"Disposable Household Income","2011","Co. Louth","Euro Million","2034.25"
"Disposable Household Income","2011","Co. Mayo","Euro Million","2236.89"
"Disposable Household Income","2011","Co. Meath","Euro Million","2954.05"
"Disposable Household Income","2011","Co. Monaghan","Euro Million","1243.24"
"Disposable Household Income","2011","Co. Offaly","Euro Million","1183.02"
"Disposable Household Income","2011","Co. Roscommon","Euro Million","1044.95"
"Disposable Household Income","2011","Co. Sligo","Euro Million","1157.46"
"Disposable Household Income","2011","Co. Tipperary","Euro Million","3048.91"
"Disposable Household Income","2011","Co. Waterford","Euro Million","2118.68"
"Disposable Household Income","2011","Co. Westmeath","Euro Million","1455.06"
"Disposable Household Income","2011","Co. Wexford","Euro Million","2588.28"
"Disposable Household Income","2011","Co. Wicklow","Euro Million","2399.52"
"Disposable Household Income","2012","Ireland","Euro Million","84056.43"
"Disposable Household Income","2012","Co. Carlow","Euro Million","1083.2"
"Disposable Household Income","2012","Co. Cavan","Euro Million","1274.54"
"Disposable Household Income","2012","Co. Clare","Euro Million","2314.61"
"Disposable Household Income","2012","Co. Cork","Euro Million","10235.44"
"Disposable Household Income","2012","Co. Donegal","Euro Million","2522.96"
"Disposable Household Income","2012","Co. Dublin","Euro Million","23968.89"
"Disposable Household Income","2012","Co. Galway","Euro Million","4647.49"
"Disposable Household Income","2012","Co. Kerry","Euro Million","2587.63"
"Disposable Household Income","2012","Co. Kildare","Euro Million","3680.83"
"Disposable Household Income","2012","Co. Kilkenny","Euro Million","1697.29"
"Disposable Household Income","2012","Co. Laois","Euro Million","1233.79"
"Disposable Household Income","2012","Co. Leitrim","Euro Million","568.65"
"Disposable Household Income","2012","Co. Limerick","Euro Million","3675.86"
"Disposable Household Income","2012","Co. Longford","Euro Million","649.75"
"Disposable Household Income","2012","Co. Louth","Euro Million","2090.75"
"Disposable Household Income","2012","Co. Mayo","Euro Million","2347.95"
"Disposable Household Income","2012","Co. Meath","Euro Million","3010.6"
"Disposable Household Income","2012","Co. Monaghan","Euro Million","1040.85"
"Disposable Household Income","2012","Co. Offaly","Euro Million","1204.47"
"Disposable Household Income","2012","Co. Roscommon","Euro Million","1100.71"
"Disposable Household Income","2012","Co. Sligo","Euro Million","1192.7"
"Disposable Household Income","2012","Co. Tipperary","Euro Million","3128.93"
"Disposable Household Income","2012","Co. Waterford","Euro Million","2221.3"
"Disposable Household Income","2012","Co. Westmeath","Euro Million","1484.63"
"Disposable Household Income","2012","Co. Wexford","Euro Million","2650.6"
"Disposable Household Income","2012","Co. Wicklow","Euro Million","2442.03"
"Disposable Household Income","2013","Ireland","Euro Million","83605"
"Disposable Household Income","2013","Co. Carlow","Euro Million","1075.61"
"Disposable Household Income","2013","Co. Cavan","Euro Million","1265.04"
"Disposable Household Income","2013","Co. Clare","Euro Million","2070.06"
"Disposable Household Income","2013","Co. Cork","Euro Million","10199.26"
"Disposable Household Income","2013","Co. Donegal","Euro Million","2481.79"
"Disposable Household Income","2013","Co. Dublin","Euro Million","23982.35"
"Disposable Household Income","2013","Co. Galway","Euro Million","4670.19"
"Disposable Household Income","2013","Co. Kerry","Euro Million","2570.93"
"Disposable Household Income","2013","Co. Kildare","Euro Million","3684.88"
"Disposable Household Income","2013","Co. Kilkenny","Euro Million","1698.92"
"Disposable Household Income","2013","Co. Laois","Euro Million","1231.31"
"Disposable Household Income","2013","Co. Leitrim","Euro Million","561.87"
"Disposable Household Income","2013","Co. Limerick","Euro Million","3659.61"
"Disposable Household Income","2013","Co. Longford","Euro Million","647.12"
"Disposable Household Income","2013","Co. Louth","Euro Million","2077.34"
"Disposable Household Income","2013","Co. Mayo","Euro Million","2321.25"
"Disposable Household Income","2013","Co. Meath","Euro Million","3012.06"
"Disposable Household Income","2013","Co. Monaghan","Euro Million","1035.55"
"Disposable Household Income","2013","Co. Offaly","Euro Million","1204.38"
"Disposable Household Income","2013","Co. Roscommon","Euro Million","1087.29"
"Disposable Household Income","2013","Co. Sligo","Euro Million","1176.92"
"Disposable Household Income","2013","Co. Tipperary","Euro Million","3130.41"
"Disposable Household Income","2013","Co. Waterford","Euro Million","2165.65"
"Disposable Household Income","2013","Co. Westmeath","Euro Million","1483.8"
"Disposable Household Income","2013","Co. Wexford","Euro Million","2658.94"
"Disposable Household Income","2013","Co. Wicklow","Euro Million","2452.45"
"Disposable Household Income","2014","Ireland","Euro Million","84899.19"
"Disposable Household Income","2014","Co. Carlow","Euro Million","1112.31"
"Disposable Household Income","2014","Co. Cavan","Euro Million","1300.53"
"Disposable Household Income","2014","Co. Clare","Euro Million","2099.93"
"Disposable Household Income","2014","Co. Cork","Euro Million","10382.4"
"Disposable Household Income","2014","Co. Donegal","Euro Million","2515.34"
"Disposable Household Income","2014","Co. Dublin","Euro Million","24330.72"
"Disposable Household Income","2014","Co. Galway","Euro Million","4767.08"
"Disposable Household Income","2014","Co. Kerry","Euro Million","2604.91"
"Disposable Household Income","2014","Co. Kildare","Euro Million","3747.08"
"Disposable Household Income","2014","Co. Kilkenny","Euro Million","1721.63"
"Disposable Household Income","2014","Co. Laois","Euro Million","1256.24"
"Disposable Household Income","2014","Co. Leitrim","Euro Million","569.62"
"Disposable Household Income","2014","Co. Limerick","Euro Million","3696.91"
"Disposable Household Income","2014","Co. Longford","Euro Million","652.5"
"Disposable Household Income","2014","Co. Louth","Euro Million","2087.54"
"Disposable Household Income","2014","Co. Mayo","Euro Million","2345.71"
"Disposable Household Income","2014","Co. Meath","Euro Million","3080.51"
"Disposable Household Income","2014","Co. Monaghan","Euro Million","1059.03"
"Disposable Household Income","2014","Co. Offaly","Euro Million","1213.06"
"Disposable Household Income","2014","Co. Roscommon","Euro Million","1106.33"
"Disposable Household Income","2014","Co. Sligo","Euro Million","1186.99"
"Disposable Household Income","2014","Co. Tipperary","Euro Million","3164.37"
"Disposable Household Income","2014","Co. Waterford","Euro Million","2198.02"
"Disposable Household Income","2014","Co. Westmeath","Euro Million","1500.66"
"Disposable Household Income","2014","Co. Wexford","Euro Million","2706.46"
"Disposable Household Income","2014","Co. Wicklow","Euro Million","2493.3"
"Disposable Household Income","2015","Ireland","Euro Million","89960.96"
"Disposable Household Income","2015","Co. Carlow","Euro Million","1161.88"
"Disposable Household Income","2015","Co. Cavan","Euro Million","1358.64"
"Disposable Household Income","2015","Co. Clare","Euro Million","2209.33"
"Disposable Household Income","2015","Co. Cork","Euro Million","10974.92"
"Disposable Household Income","2015","Co. Donegal","Euro Million","2609.67"
"Disposable Household Income","2015","Co. Dublin","Euro Million","26096.59"
"Disposable Household Income","2015","Co. Galway","Euro Million","5036.46"
"Disposable Household Income","2015","Co. Kerry","Euro Million","2748.32"
"Disposable Household Income","2015","Co. Kildare","Euro Million","4005.86"
"Disposable Household Income","2015","Co. Kilkenny","Euro Million","1811.15"
"Disposable Household Income","2015","Co. Laois","Euro Million","1327.33"
"Disposable Household Income","2015","Co. Leitrim","Euro Million","591.9"
"Disposable Household Income","2015","Co. Limerick","Euro Million","3904.22"
"Disposable Household Income","2015","Co. Longford","Euro Million","678.41"
"Disposable Household Income","2015","Co. Louth","Euro Million","2210.88"
"Disposable Household Income","2015","Co. Mayo","Euro Million","2445.47"
"Disposable Household Income","2015","Co. Meath","Euro Million","3294.41"
"Disposable Household Income","2015","Co. Monaghan","Euro Million","1100.6"
"Disposable Household Income","2015","Co. Offaly","Euro Million","1272.93"
"Disposable Household Income","2015","Co. Roscommon","Euro Million","1160.87"
"Disposable Household Income","2015","Co. Sligo","Euro Million","1242.35"
"Disposable Household Income","2015","Co. Tipperary","Euro Million","3308.55"
"Disposable Household Income","2015","Co. Waterford","Euro Million","2309.37"
"Disposable Household Income","2015","Co. Westmeath","Euro Million","1589.87"
"Disposable Household Income","2015","Co. Wexford","Euro Million","2847.25"
"Disposable Household Income","2015","Co. Wicklow","Euro Million","2663.72"
"Disposable Household Income","2016","Ireland","Euro Million","94553.66"
"Disposable Household Income","2016","Co. Carlow","Euro Million","1205.75"
"Disposable Household Income","2016","Co. Cavan","Euro Million","1397.97"
"Disposable Household Income","2016","Co. Clare","Euro Million","2269.36"
"Disposable Household Income","2016","Co. Cork","Euro Million","11327.92"
"Disposable Household Income","2016","Co. Donegal","Euro Million","2644.54"
"Disposable Household Income","2016","Co. Dublin","Euro Million","28117.56"
"Disposable Household Income","2016","Co. Galway","Euro Million","5222.74"
"Disposable Household Income","2016","Co. Kerry","Euro Million","2945.57"
"Disposable Household Income","2016","Co. Kildare","Euro Million","4304.27"
"Disposable Household Income","2016","Co. Kilkenny","Euro Million","1873.77"
"Disposable Household Income","2016","Co. Laois","Euro Million","1388.15"
"Disposable Household Income","2016","Co. Leitrim","Euro Million","610.17"
"Disposable Household Income","2016","Co. Limerick","Euro Million","4018.61"
"Disposable Household Income","2016","Co. Longford","Euro Million","707.1"
"Disposable Household Income","2016","Co. Louth","Euro Million","2333.31"
"Disposable Household Income","2016","Co. Mayo","Euro Million","2499.18"
"Disposable Household Income","2016","Co. Meath","Euro Million","3495.39"
"Disposable Household Income","2016","Co. Monaghan","Euro Million","1132.69"
"Disposable Household Income","2016","Co. Offaly","Euro Million","1322.62"
"Disposable Household Income","2016","Co. Roscommon","Euro Million","1193.43"
"Disposable Household Income","2016","Co. Sligo","Euro Million","1275.69"
"Disposable Household Income","2016","Co. Tipperary","Euro Million","3514.27"
"Disposable Household Income","2016","Co. Waterford","Euro Million","2358.92"
"Disposable Household Income","2016","Co. Westmeath","Euro Million","1660.27"
"Disposable Household Income","2016","Co. Wexford","Euro Million","2935.65"
"Disposable Household Income","2016","Co. Wicklow","Euro Million","2798.77"
"Disposable Household Income","2017","Ireland","Euro Million","100829.1"
"Disposable Household Income","2017","Co. Carlow","Euro Million","1283.42"
"Disposable Household Income","2017","Co. Cavan","Euro Million","1485.59"
"Disposable Household Income","2017","Co. Clare","Euro Million","2428.52"
"Disposable Household Income","2017","Co. Cork","Euro Million","12072.73"
"Disposable Household Income","2017","Co. Donegal","Euro Million","2783.17"
"Disposable Household Income","2017","Co. Dublin","Euro Million","30105.4"
"Disposable Household Income","2017","Co. Galway","Euro Million","5520.84"
"Disposable Household Income","2017","Co. Kerry","Euro Million","3126.46"
"Disposable Household Income","2017","Co. Kildare","Euro Million","4575.94"
"Disposable Household Income","2017","Co. Kilkenny","Euro Million","2013.94"
"Disposable Household Income","2017","Co. Laois","Euro Million","1483.55"
"Disposable Household Income","2017","Co. Leitrim","Euro Million","642.41"
"Disposable Household Income","2017","Co. Limerick","Euro Million","4339.46"
"Disposable Household Income","2017","Co. Longford","Euro Million","758.18"
"Disposable Household Income","2017","Co. Louth","Euro Million","2486.16"
"Disposable Household Income","2017","Co. Mayo","Euro Million","2627.52"
"Disposable Household Income","2017","Co. Meath","Euro Million","3767.51"
"Disposable Household Income","2017","Co. Monaghan","Euro Million","1202.21"
"Disposable Household Income","2017","Co. Offaly","Euro Million","1405.01"
"Disposable Household Income","2017","Co. Roscommon","Euro Million","1264.07"
"Disposable Household Income","2017","Co. Sligo","Euro Million","1356.17"
"Disposable Household Income","2017","Co. Tipperary","Euro Million","3706.75"
"Disposable Household Income","2017","Co. Waterford","Euro Million","2551.89"
"Disposable Household Income","2017","Co. Westmeath","Euro Million","1769.4"
"Disposable Household Income","2017","Co. Wexford","Euro Million","3115.61"
"Disposable Household Income","2017","Co. Wicklow","Euro Million","2957.18"
"Disposable Household Income","2018","Ireland","Euro Million","105047.79"
"Disposable Household Income","2018","Co. Carlow","Euro Million","1316.14"
"Disposable Household Income","2018","Co. Cavan","Euro Million","1531.59"
"Disposable Household Income","2018","Co. Clare","Euro Million","2492.28"
"Disposable Household Income","2018","Co. Cork","Euro Million","12599.82"
"Disposable Household Income","2018","Co. Donegal","Euro Million","2905.24"
"Disposable Household Income","2018","Co. Dublin","Euro Million","31939.15"
"Disposable Household Income","2018","Co. Galway","Euro Million","5771.83"
"Disposable Household Income","2018","Co. Kerry","Euro Million","3058.07"
"Disposable Household Income","2018","Co. Kildare","Euro Million","4784.16"
"Disposable Household Income","2018","Co. Kilkenny","Euro Million","2055.73"
"Disposable Household Income","2018","Co. Laois","Euro Million","1522.99"
"Disposable Household Income","2018","Co. Leitrim","Euro Million","672.05"
"Disposable Household Income","2018","Co. Limerick","Euro Million","4489.11"
"Disposable Household Income","2018","Co. Longford","Euro Million","779.39"
"Disposable Household Income","2018","Co. Louth","Euro Million","2586.01"
"Disposable Household Income","2018","Co. Mayo","Euro Million","2731.27"
"Disposable Household Income","2018","Co. Meath","Euro Million","3930.24"
"Disposable Household Income","2018","Co. Monaghan","Euro Million","1253.24"
"Disposable Household Income","2018","Co. Offaly","Euro Million","1531.19"
"Disposable Household Income","2018","Co. Roscommon","Euro Million","1307.29"
"Disposable Household Income","2018","Co. Sligo","Euro Million","1398.78"
"Disposable Household Income","2018","Co. Tipperary","Euro Million","3674.5"
"Disposable Household Income","2018","Co. Waterford","Euro Million","2607.35"
"Disposable Household Income","2018","Co. Westmeath","Euro Million","1820.62"
"Disposable Household Income","2018","Co. Wexford","Euro Million","3185.47"
"Disposable Household Income","2018","Co. Wicklow","Euro Million","3104.27"
"Disposable Household Income","2019","Ireland","Euro Million","112840"
"Disposable Household Income","2019","Co. Carlow","Euro Million","1394.11"
"Disposable Household Income","2019","Co. Cavan","Euro Million","1606.01"
"Disposable Household Income","2019","Co. Clare","Euro Million","2631.58"
"Disposable Household Income","2019","Co. Cork","Euro Million","13400.09"
"Disposable Household Income","2019","Co. Donegal","Euro Million","3054.56"
"Disposable Household Income","2019","Co. Dublin","Euro Million","34895.04"
"Disposable Household Income","2019","Co. Galway","Euro Million","6204.1"
"Disposable Household Income","2019","Co. Kerry","Euro Million","3209.93"
"Disposable Household Income","2019","Co. Kildare","Euro Million","5152.67"
"Disposable Household Income","2019","Co. Kilkenny","Euro Million","2176.22"
"Disposable Household Income","2019","Co. Laois","Euro Million","1706.35"
"Disposable Household Income","2019","Co. Leitrim","Euro Million","705.31"
"Disposable Household Income","2019","Co. Limerick","Euro Million","4768.54"
"Disposable Household Income","2019","Co. Longford","Euro Million","829.77"
"Disposable Household Income","2019","Co. Louth","Euro Million","2780.54"
"Disposable Household Income","2019","Co. Mayo","Euro Million","2891.04"
"Disposable Household Income","2019","Co. Meath","Euro Million","4239.55"
"Disposable Household Income","2019","Co. Monaghan","Euro Million","1312.02"
"Disposable Household Income","2019","Co. Offaly","Euro Million","1549.97"
"Disposable Household Income","2019","Co. Roscommon","Euro Million","1395.93"
"Disposable Household Income","2019","Co. Sligo","Euro Million","1491.04"
"Disposable Household Income","2019","Co. Tipperary","Euro Million","3879.8"
"Disposable Household Income","2019","Co. Waterford","Euro Million","2758.71"
"Disposable Household Income","2019","Co. Westmeath","Euro Million","2022.94"
"Disposable Household Income","2019","Co. Wexford","Euro Million","3385.49"
"Disposable Household Income","2019","Co. Wicklow","Euro Million","3398.67"
"Disposable Household Income","2020","Ireland","Euro Million","119053.26"
"Disposable Household Income","2020","Co. Carlow","Euro Million","1425.6"
"Disposable Household Income","2020","Co. Cavan","Euro Million","1702.61"
"Disposable Household Income","2020","Co. Clare","Euro Million","2789.19"
"Disposable Household Income","2020","Co. Cork","Euro Million","14188.46"
"Disposable Household Income","2020","Co. Donegal","Euro Million","3260.4"
"Disposable Household Income","2020","Co. Dublin","Euro Million","36728.96"
"Disposable Household Income","2020","Co. Galway","Euro Million","6825.35"
"Disposable Household Income","2020","Co. Kerry","Euro Million","3323.34"
"Disposable Household Income","2020","Co. Kildare","Euro Million","5431.47"
"Disposable Household Income","2020","Co. Kilkenny","Euro Million","2272.06"
"Disposable Household Income","2020","Co. Laois","Euro Million","1737.26"
"Disposable Household Income","2020","Co. Leitrim","Euro Million","762.31"
"Disposable Household Income","2020","Co. Limerick","Euro Million","5087.95"
"Disposable Household Income","2020","Co. Longford","Euro Million","899.69"
"Disposable Household Income","2020","Co. Louth","Euro Million","3026.99"
"Disposable Household Income","2020","Co. Mayo","Euro Million","3066.14"
"Disposable Household Income","2020","Co. Meath","Euro Million","4414.72"
"Disposable Household Income","2020","Co. Monaghan","Euro Million","1403.52"
"Disposable Household Income","2020","Co. Offaly","Euro Million","1679.31"
"Disposable Household Income","2020","Co. Roscommon","Euro Million","1504.16"
"Disposable Household Income","2020","Co. Sligo","Euro Million","1594.68"
"Disposable Household Income","2020","Co. Tipperary","Euro Million","3897.3"
"Disposable Household Income","2020","Co. Waterford","Euro Million","2926.5"
"Disposable Household Income","2020","Co. Westmeath","Euro Million","2032.37"
"Disposable Household Income","2020","Co. Wexford","Euro Million","3506.62"
"Disposable Household Income","2020","Co. Wicklow","Euro Million","3566.32"
"Disposable Household Income","2021","Ireland","Euro Million","124967.2"
"Disposable Household Income","2021","Co. Carlow","Euro Million","1545.86"
"Disposable Household Income","2021","Co. Cavan","Euro Million","1812.53"
"Disposable Household Income","2021","Co. Clare","Euro Million","2751.83"
"Disposable Household Income","2021","Co. Cork","Euro Million","14878.33"
"Disposable Household Income","2021","Co. Donegal","Euro Million","3341.76"
"Disposable Household Income","2021","Co. Dublin","Euro Million","39595.29"
"Disposable Household Income","2021","Co. Galway","Euro Million","6806.1"
"Disposable Household Income","2021","Co. Kerry","Euro Million","3532.2"
"Disposable Household Income","2021","Co. Kildare","Euro Million","5683.24"
"Disposable Household Income","2021","Co. Kilkenny","Euro Million","2272.23"
"Disposable Household Income","2021","Co. Laois","Euro Million","1796.96"
"Disposable Household Income","2021","Co. Leitrim","Euro Million","774.63"
"Disposable Household Income","2021","Co. Limerick","Euro Million","5214.9"
"Disposable Household Income","2021","Co. Longford","Euro Million","950.97"
"Disposable Household Income","2021","Co. Louth","Euro Million","3150.62"
"Disposable Household Income","2021","Co. Mayo","Euro Million","3119.95"
"Disposable Household Income","2021","Co. Meath","Euro Million","4651.11"
"Disposable Household Income","2021","Co. Monaghan","Euro Million","1460.83"
"Disposable Household Income","2021","Co. Offaly","Euro Million","1710.54"
"Disposable Household Income","2021","Co. Roscommon","Euro Million","1516.16"
"Disposable Household Income","2021","Co. Sligo","Euro Million","1595.87"
"Disposable Household Income","2021","Co. Tipperary","Euro Million","4188.23"
"Disposable Household Income","2021","Co. Waterford","Euro Million","3022.72"
"Disposable Household Income","2021","Co. Westmeath","Euro Million","2216.8"
"Disposable Household Income","2021","Co. Wexford","Euro Million","3736.95"
"Disposable Household Income","2021","Co. Wicklow","Euro Million","3640.58"
"Disposable Household Income","2022","Ireland","Euro Million","135065.68"
"Disposable Household Income","2022","Co. Carlow","Euro Million","1679.43"
"Disposable Household Income","2022","Co. Cavan","Euro Million","1936.21"
"Disposable Household Income","2022","Co. Clare","Euro Million","2995.83"
"Disposable Household Income","2022","Co. Cork","Euro Million","16041.48"
"Disposable Household Income","2022","Co. Donegal","Euro Million","3596.12"
"Disposable Household Income","2022","Co. Dublin","Euro Million","43171.19"
"Disposable Household Income","2022","Co. Galway","Euro Million","7304.24"
"Disposable Household Income","2022","Co. Kerry","Euro Million","3885.02"
"Disposable Household Income","2022","Co. Kildare","Euro Million","6120.71"
"Disposable Household Income","2022","Co. Kilkenny","Euro Million","2454.57"
"Disposable Household Income","2022","Co. Laois","Euro Million","1927.44"
"Disposable Household Income","2022","Co. Leitrim","Euro Million","829.23"
"Disposable Household Income","2022","Co. Limerick","Euro Million","5633.45"
"Disposable Household Income","2022","Co. Longford","Euro Million","1025.34"
"Disposable Household Income","2022","Co. Louth","Euro Million","3358.16"
"Disposable Household Income","2022","Co. Mayo","Euro Million","3311.24"
"Disposable Household Income","2022","Co. Meath","Euro Million","5022.13"
"Disposable Household Income","2022","Co. Monaghan","Euro Million","1559.28"
"Disposable Household Income","2022","Co. Offaly","Euro Million","1832.72"
"Disposable Household Income","2022","Co. Roscommon","Euro Million","1605.16"
"Disposable Household Income","2022","Co. Sligo","Euro Million","1679.25"
"Disposable Household Income","2022","Co. Tipperary","Euro Million","4495.14"
"Disposable Household Income","2022","Co. Waterford","Euro Million","3245.93"
"Disposable Household Income","2022","Co. Westmeath","Euro Million","2375.56"
